0.26229  	-0.1260  	-0.1993  	0.09021  	0.49588  	-0.7434  	0.21174  	0.30607  	0.15272  	-0.8532  	-0.2237  	-0.3962  	0.30806  	-0.2658  	-0.7556  	0.30243  	0.02924  	0.52329  	0.31105  	0.39475  	0.44339  	0.49526  	-0.0065  	0.26626  	0.69736  	-0.3142  	0.31276  	-0.3023  	0.23884  	0.29127  	-0.2737  	0.05867  	0.06178  	-0.0290  	0.25748  	-0.2242  	0.19226  	-0.1452  	0.08345  	0.34347  	-0.3097  	0.14934  	0.05864  	0.14676  	0.00245  	-0.0281  	0.02639  	0.00285  	0.01196  	-0.0653  	-0.0585  	-0.0274  	-0.0139  	0.02696  	0.02213  	-0.0061  	-0.0001  	-0.0143  	0.00421  	0.01119  	-0.0129  	-0.0192  	0.00196  	0.02520  	0.16566  	-0.0739  	0.00116  	0.00346  	-0.0259  	-0.0464  	
0.18070  	-0.1534  	-0.3424  	0.12892  	0.62193  	-0.8222  	0.22964  	0.28181  	0.14786  	-0.8710  	-0.2714  	-0.3766  	0.34896  	-0.2139  	-0.6971  	0.24352  	0.00650  	0.55110  	0.28899  	0.44915  	0.35653  	0.43851  	-0.1231  	0.23122  	0.73756  	-0.3015  	0.28052  	-0.1938  	0.31910  	0.32839  	-0.2572  	0.03147  	0.07947  	-0.0188  	0.28879  	-0.2021  	0.11632  	-0.1821  	0.08991  	0.36341  	-0.3516  	0.15898  	0.03383  	0.14387  	0.00336  	-0.0197  	0.03880  	0.00151  	0.00934  	-0.0557  	-0.0579  	-0.0358  	-0.0087  	0.03132  	0.02183  	-0.0009  	0.00250  	-0.0192  	0.00322  	0.01262  	-0.0048  	-0.0220  	-0.0084  	0.02168  	0.16393  	-0.0735  	0.00332  	0.00212  	-0.0250  	-0.0439  	
0.06276  	-0.1754  	-0.4356  	0.08488  	0.62949  	-0.9260  	0.21551  	0.30623  	0.11649  	-0.8835  	-0.2713  	-0.3874  	0.38346  	-0.2482  	-0.7099  	0.15654  	-0.0209  	0.56086  	0.27152  	0.52111  	0.28480  	0.41501  	-0.1616  	0.23211  	0.74232  	-0.3110  	0.27858  	-0.1383  	0.33082  	0.32642  	-0.2820  	0.01251  	0.10459  	0.00240  	0.30545  	-0.1754  	0.07702  	-0.1870  	0.08152  	0.39067  	-0.3904  	0.17565  	0.00455  	0.13911  	0.00367  	-0.0277  	0.04619  	-0.0078  	0.02226  	-0.0585  	-0.0406  	-0.0305  	-0.0115  	0.03354  	0.02266  	-0.0027  	0.01553  	-0.0183  	0.00307  	0.01069  	-0.0053  	-0.0186  	-0.0009  	0.02592  	0.16256  	-0.0733  	0.00495  	0.00092  	-0.0244  	-0.0417  	
0.16101  	-0.1497  	-0.3495  	0.10253  	0.63325  	-0.8386  	0.19167  	0.28159  	0.10923  	-0.9501  	-0.3496  	-0.4093  	0.38458  	-0.2120  	-0.5716  	0.15699  	-0.0059  	0.51739  	0.30052  	0.43047  	0.29304  	0.45443  	-0.0890  	0.29964  	0.67760  	-0.2971  	0.31122  	-0.1960  	0.26268  	0.30727  	-0.2732  	0.02855  	0.11391  	-0.0232  	0.31110  	-0.2353  	0.13470  	-0.1811  	0.08563  	0.41590  	-0.3627  	0.17276  	0.02904  	0.15050  	0.01039  	-0.0273  	0.04416  	-0.0162  	0.00213  	-0.0467  	-0.0494  	-0.0245  	-0.0153  	0.03053  	0.02307  	-0.0025  	0.00389  	-0.0220  	0.00618  	0.01978  	-0.0067  	-0.0173  	-0.0052  	0.01403  	0.16154  	-0.0733  	0.00604  	-0.0001  	-0.0241  	-0.0396  	
0.26702  	-0.0650  	-0.1198  	-0.1232  	0.36663  	-0.7126  	0.19891  	0.32954  	0.15592  	-0.8910  	-0.2861  	-0.5623  	0.34308  	-0.2767  	-0.6534  	0.16303  	0.03512  	0.53770  	0.29942  	0.37874  	0.45986  	0.50814  	0.05618  	0.27717  	0.61933  	-0.3190  	0.30106  	-0.4090  	0.19345  	0.22840  	-0.2408  	0.05134  	0.12442  	-0.0384  	0.24774  	-0.2416  	0.20883  	-0.1324  	0.05857  	0.37291  	-0.2504  	0.14234  	0.07025  	0.16960  	-0.0006  	-0.0204  	0.04780  	0.00944  	0.01454  	-0.0546  	-0.0589  	-0.0266  	-0.0088  	0.03143  	0.01871  	-0.0048  	-0.0080  	-0.0232  	-0.0020  	0.02022  	-0.0009  	-0.0189  	-0.0078  	0.01683  	0.16088  	-0.0735  	0.00660  	-0.0010  	-0.0241  	-0.0378  	
0.39228  	-0.1486  	-0.0163  	-0.2481  	0.31531  	-0.7665  	0.24238  	0.28180  	0.17702  	-0.7711  	-0.1331  	-0.5730  	0.28749  	-0.4359  	-0.9258  	0.30402  	-0.0010  	0.59283  	0.33973  	0.39630  	0.45838  	0.43744  	0.04114  	0.26714  	0.59672  	-0.3237  	0.23714  	-0.4281  	0.16225  	0.23196  	-0.2466  	0.08746  	0.09917  	-0.0348  	0.25786  	-0.2069  	0.25056  	-0.1041  	0.04465  	0.35729  	-0.2084  	0.12457  	0.08676  	0.15940  	-0.0128  	-0.0270  	0.03564  	0.00762  	0.01671  	-0.0617  	-0.0631  	-0.0296  	-0.0040  	0.03192  	0.02119  	-0.0111  	-0.0069  	-0.0259  	-0.0034  	0.01998  	-0.0127  	-0.0193  	0.00748  	0.02155  	0.16057  	-0.0740  	0.00663  	-0.0018  	-0.0243  	-0.0363  	
0.07210  	-0.1836  	-0.1971  	-0.3256  	0.32103  	-0.8616  	0.22360  	0.23592  	0.09828  	-0.8243  	-0.0285  	-0.5392  	0.21494  	-0.5207  	-1.0688  	0.26619  	0.01958  	0.56747  	0.34971  	0.40517  	0.45003  	0.43070  	0.04869  	0.31949  	0.64270  	-0.2906  	0.28319  	-0.3529  	0.17857  	0.20233  	-0.2482  	0.05705  	0.08190  	-0.0395  	0.23216  	-0.1496  	0.23585  	-0.1125  	0.02817  	0.36290  	-0.2595  	0.12555  	0.07024  	0.18053  	-0.0046  	-0.0219  	0.04415  	-0.0109  	-0.0052  	-0.0545  	-0.0611  	-0.0265  	-0.0065  	0.02891  	0.02144  	-0.0224  	0.00031  	-0.0218  	0.00568  	0.01384  	-0.0113  	-0.0278  	-0.0015  	0.02173  	0.16061  	-0.0747  	0.00612  	-0.0025  	-0.0249  	-0.0349  	
0.02565  	-0.1922  	-0.3846  	-0.0945  	0.49960  	-0.9194  	0.18721  	0.27510  	0.12054  	-0.8141  	-0.1073  	-0.3805  	0.25585  	-0.5038  	-0.8708  	0.21268  	-0.0136  	0.60329  	0.34139  	0.46264  	0.36740  	0.41345  	-0.0171  	0.27678  	0.58222  	-0.2964  	0.18198  	-0.2045  	0.20750  	0.19880  	-0.2418  	0.04593  	0.09096  	-0.0221  	0.25387  	-0.1791  	0.14194  	-0.1455  	0.06461  	0.35432  	-0.2776  	0.15065  	0.02507  	0.16370  	-0.0052  	-0.0199  	0.03915  	-0.0115  	0.00889  	-0.0568  	-0.0660  	-0.0314  	-0.0114  	0.02639  	0.02133  	-0.0157  	0.00799  	-0.0120  	0.00886  	0.01559  	-0.0137  	-0.0294  	-0.0043  	0.01996  	0.16079  	-0.0767  	0.00459  	-0.0023  	-0.0267  	-0.0373  	
0.11087  	-0.1574  	-0.3131  	-0.0527  	0.46208  	-0.7825  	0.17661  	0.26022  	0.10560  	-0.8881  	-0.2136  	-0.3867  	0.26911  	-0.3496  	-0.7811  	0.17337  	0.02933  	0.58730  	0.32378  	0.44715  	0.36674  	0.46387  	-0.0384  	0.22931  	0.65579  	-0.2958  	0.21744  	-0.1990  	0.25884  	0.26599  	-0.2372  	0.02338  	0.08279  	-0.0284  	0.21885  	-0.1852  	0.12709  	-0.1565  	0.09886  	0.38032  	-0.3031  	0.14485  	0.04606  	0.15849  	-0.0058  	-0.0332  	0.04840  	-0.0004  	-0.0054  	-0.0557  	-0.0598  	-0.0264  	-0.0077  	0.03193  	0.01740  	-0.0144  	0.01284  	-0.0201  	0.00038  	0.02459  	-0.0165  	-0.0252  	0.00037  	0.02291  	0.16060  	-0.0782  	0.00264  	-0.0026  	-0.0276  	-0.0416  	
0.14170  	-0.1333  	-0.2547  	-0.1088  	0.37552  	-0.7325  	0.17583  	0.24973  	0.12823  	-0.9091  	-0.2614  	-0.4304  	0.28348  	-0.3957  	-0.7720  	0.14645  	0.04097  	0.59040  	0.30656  	0.45343  	0.37100  	0.46808  	0.02321  	0.23862  	0.61194  	-0.2920  	0.17479  	-0.2040  	0.26483  	0.24872  	-0.2413  	0.02735  	0.09750  	-0.0352  	0.17449  	-0.2009  	0.13290  	-0.1590  	0.10178  	0.37974  	-0.2705  	0.13439  	0.05893  	0.17160  	-0.0101  	-0.0222  	0.04560  	0.00977  	-0.0060  	-0.0537  	-0.0602  	-0.0303  	-0.0056  	0.03396  	0.01686  	-0.0110  	0.01158  	-0.0214  	0.00139  	0.01906  	-0.0151  	-0.0222  	-0.0094  	0.02458  	0.16216  	-0.0795  	0.00033  	-0.0032  	-0.0283  	-0.0389  	
